asientocontableid,cuentaid,cuenta,codigocuenta,descripcioncuenta,fechamovimiento,tipoasiento,numero_asiento,secuencia,glosa,sucursal,centrocosto,rutcontraparte,contraparte,descripciondetalle,numerodocumento,tipodocumento,tipomovimiento,fechadocumento,debe,haber,saldofinal,movimientocontableid
,40026936,4301-21 COSTO PRODUCTO TROZADO,4301-21,COSTO PRODUCTO TROZADO,,,,,Acumulado Anterior,,,,,,,,,,70029611.0000,0,70029611.0000,
,40026937,4301-22 COSTO PRODUCTO PICADO,4301-22,COSTO PRODUCTO PICADO,,,,,Acumulado Anterior,,,,,,,,,,22534856.0000,0,22534856.0000,
,40026938,4301-23 COSTO PRODUCTO CUBO,4301-23,COSTO PRODUCTO CUBO,,,,,Acumulado Anterior,,,,,,,,,,10544404.0000,0,10544404.0000,
,40026939,4301-24 MERMAS,4301-24,MERMAS,,,,,Acumulado Anterior,,,,,,,,,,67796296.0000,0,67796296.0000,
,40026942,4301-25 COSTO REMUNERACION PACKING,4301-25,COSTO REMUNERACION PACKING,,,,,Acumulado Anterior,,,,,,,,,,50435299.0000,0,50435299.0000,
,40026981,4301-29 CONTROL DE PLAGAS,4301-29,CONTROL DE PLAGAS,,,,,Acumulado Anterior,,,,,,,,,,572899.0000,0,572899.0000,
,40027024,4301-33 MERMAS BODEGA,4301-33,MERMAS BODEGA,,,,,Acumulado Anterior,,,,,,,,,,23106530.0000,0,23106530.0000,
,40025856,4401-01 INTERESES PAGADOS,4401-01,INTERESES PAGADOS,,,,,Acumulado Anterior,,,,,,,,,,13295184.0000,0,13295184.0000,
129822839,40025856,4401-01 INTERESES PAGADOS,4401-01,INTERESES PAGADOS,2026-08-05T00:00:00.000Z,Egreso,2182,3,Buin pago credito d03100050906 003/021,,100,,,,,,,,908633.0000,0,14203817.0000,476280682
129801285,40025856,4401-01 INTERESES PAGADOS,4401-01,INTERESES PAGADOS,2026-08-07T00:00:00.000Z,Egreso,2181,3,Pago credito d03109020109 038/060,,100,,,,,,,,1149676.0000,0,15353493.0000,476202528
,40025862,4405-01 REAJUSTE CRED. FISCAL,4405-01,REAJUSTE CRED. FISCAL,,,,,Acumulado Anterior,,,,,,,,,,4374.0000,0,4374.0000,
,40026066,4501-13 DIFERENCIAS DE PAGO,4501-13,DIFERENCIAS DE PAGO,,,,,Acumulado Anterior,,,,,,,,,,5220146.0000,219621.0000,5000525.0000,
129800978,40026066,4501-13 DIFERENCIAS DE PAGO,4501-13,DIFERENCIAS DE PAGO,2026-08-12T00:00:00.000Z,Egreso,2175,3,Of centra pago cuentas via internet,,100,,,,,,,,24507.0000,0,5025032.0000,476201234
129634366,40026066,4501-13 DIFERENCIAS DE PAGO,4501-13,DIFERENCIAS DE PAGO,2026-08-26T00:00:00.000Z,Egreso,2162,3,Pago f 1735 transportes san benito de palermo spa,,100,,,,,,,,0,1.0000,5025031.0000,475666646
129633649,40026066,4501-13 DIFERENCIAS DE PAGO,4501-13,DIFERENCIAS DE PAGO,2026-08-28T00:00:00.000Z,Egreso,2161,3,Autopista vespucio norte,,100,,,,,,,,4.0000,0,5025035.0000,475663615
,40026271,4501-17 DIFERENCIA DE CAMBIO,4501-17,DIFERENCIA DE CAMBIO,,,,,Acumulado Anterior,,,,,,,,,,3055.0000,0,3055.0000,
,40025879,4701-01 IMPTO PRIMERA CATEGORIA,4701-01,IMPTO PRIMERA CATEGORIA,,,,,Acumulado Anterior,,,,,,,,,,18066210.0000,0,18066210.0000,
130124990,40026961,4701-04 IMPUESTO ESPECÍFICO DIESEL,4701-04,IMPUESTO ESPECÍFICO DIESEL,2026-08-31T00:00:00.000Z,Traspaso,287,0,Centralización compras agosto 2026 - impuesto específico diesel,,,,,,,,,,111139.0000,0,111139.0000,477385393
130124990,40026962,4701-05 IMPUESTO ESPECÍFICO GASOLINA,4701-05,IMPUESTO ESPECÍFICO GASOLINA,2026-08-31T00:00:00.000Z,Traspaso,287,0,Centralización compras agosto 2026 - impuesto específico gasolina,,,,,,,,,,126026.0000,0,126026.0000,477385391
,40027021,4701-07 REAJUSTE art.72,4701-07,REAJUSTE art.72,,,,,Acumulado Anterior,,,,,,,,,,175239.0000,0,175239.0000,
,40025883,5101-01 VENTAS,5101-01,VENTAS,,,,,Acumulado Anterior,,,,,,,,,,1125847986.0000,1125847986.0000,0.0000,
130124484,40025883,5101-01 VENTAS,5101-01,VENTAS,2026-08-31T00:00:00.000Z,Traspaso,286,5,Centralización ventas agosto 2026  - valor neto,,,,,,,,,,17559762.0000,0,-17559762.0000,477384905
130124484,40025883,5101-01 VENTAS,5101-01,VENTAS,2026-08-31T00:00:00.000Z,Traspaso,286,6,Centralización ventas agosto 2026  - valor neto,,,,,,,,,,0,245590320.0000,228030558.0000,477383819
,40026924,5101-58 VENTA  DE PRODUCTO ENTERO,5101-58,VENTA  DE PRODUCTO ENTERO,,,,,Acumulado Anterior,,,,,,,,,,0,342013976.0000,342013976.0000,
,40026925,5101-59 VENTA DE PRODUCTO TROZADO,5101-59,VENTA DE PRODUCTO TROZADO,,,,,Acumulado Anterior,,,,,,,,,,0,494887080.0000,494887080.0000,
,40026926,5101-60 VENTA DE PRODUCTO PICADO,5101-60,VENTA DE PRODUCTO PICADO,,,,,Acumulado Anterior,,,,,,,,,,0,187433500.0000,187433500.0000,
,40026927,5101-61 VENTA DE PRODUCTO CUBO,5101-61,VENTA DE PRODUCTO CUBO,,,,,Acumulado Anterior,,,,,,,,,,0,91564900.0000,91564900.0000,
,40025897,5203-01 REAJUSTE CRED. FISCAL,5203-01,REAJUSTE CRED. FISCAL,,,,,Acumulado Anterior,,,,,,,,,,0,48422.0000,48422.0000,
,40026968,5501-15 CM PPM,5501-15,CM PPM,,,,,Acumulado Anterior,,,,,,,,,,0,17439.0000,17439.0000,
